Día,Cajero,Monto,Hora de la transacción
98,Cajero 129,"2,76",18:26
98,Cajero 61,"5,95",18:29
98,Cajero 2,"6,41",18:30
98,Cajero 49,"6,46",18:32
98,Cajero 160,"7,18",18:33
98,Cajero 19,"5,75",18:34
98,Cajero 19,"4,87",18:35
98,Cajero 20,"4,4",18:36
98,Cajero 127,"6,88",18:36
98,Cajero 79,"4,68",18:37
98,Cajero 134,"4,81",18:39
98,Cajero 113,"6,99",18:39
98,Cajero 133,"2,36",18:40
98,Cajero 98,"2,56",18:41
98,Cajero 36,"5,85",18:43
98,Cajero 66,"2,56",18:43
98,Cajero 161,"2,31",18:45
98,Cajero 203,"3,75",18:46
98,Cajero 199,"5,06",18:47
98,Cajero 51,"4,36",18:49
98,Cajero 63,"2,8",18:51
98,Cajero 12,"7,23",18:54
98,Cajero 96,"5,34",18:56
98,Cajero 99,"6,73",18:59
98,Cajero 213,"5,22",19:1
98,Cajero 173,"7,35",19:3
98,Cajero 9,"7,14",19:5
98,Cajero 54,"5,73",19:8
98,Cajero 211,"7,7",19:9
98,Cajero 68,"3,09",19:11
98,Cajero 171,"3,88",19:12
98,Cajero 126,"6,71",19:13
98,Cajero 138,"4,18",19:15
98,Cajero 186,"6,85",19:15
98,Cajero 33,"3,13",19:16
98,Cajero 95,"7,06",19:16
98,Cajero 205,"7,53",19:17
98,Cajero 79,"5,8",19:18
98,Cajero 171,"7,63",19:21
98,Cajero 2,"3,29",19:21
98,Cajero 127,"7,71",19:22
98,Cajero 217,"6,74",19:24
98,Cajero 63,"5,96",19:25
98,Cajero 40,"5,5",19:27
98,Cajero 101,"4,57",19:27
98,Cajero 153,"7,05",19:28
98,Cajero 129,"7,07",19:30
98,Cajero 205,"3,21",19:32
98,Cajero 206,"4,05",19:35
98,Cajero 171,"5,69",19:37
98,Cajero 84,"7,09",19:39
98,Cajero 42,"5,04",19:39
98,Cajero 126,"4,39",19:40
98,Cajero 112,"6,28",19:43
98,Cajero 133,"3,7",19:44
98,Cajero 36,"4,88",19:47
98,Cajero 117,"7,87",19:48
98,Cajero 51,"4,18",19:50
98,Cajero 126,"4,09",19:53
98,Cajero 100,"6,67",19:56
98,Cajero 77,"4,16",19:57
98,Cajero 24,"3,3",19:58
98,Cajero 224,"4,37",20:1
98,Cajero 75,"7,78",20:4
98,Cajero 162,"4,22",20:5
98,Cajero 51,"7,11",20:5
98,Cajero 128,"4,84",20:7
98,Cajero 44,"2,92",20:8
98,Cajero 43,"4,14",20:9
98,Cajero 151,"7,11",20:10
98,Cajero 194,"5,17",20:12
98,Cajero 43,"5,19",20:14
98,Cajero 169,"6,99",20:15
98,Cajero 176,"3,61",20:17
98,Cajero 130,"6,54",20:17
98,Cajero 159,"5,57",20:18
98,Cajero 57,"7,29",20:19
98,Cajero 98,"7,87",20:19
98,Cajero 99,"6,42",20:21
98,Cajero 184,"4,41",20:23
98,Cajero 100,"5,41",20:25
98,Cajero 41,"6,05",20:28
98,Cajero 64,"5,01",20:29
98,Cajero 20,"7,5",20:30
98,Cajero 36,"4,33",20:30
98,Cajero 191,"4,17",20:31
98,Cajero 183,"6,81",20:32
98,Cajero 43,"7,21",20:35
98,Cajero 102,"5,04",20:37
98,Cajero 149,"4,88",20:40
98,Cajero 170,"2,53",20:42
98,Cajero 147,"2,5",20:43
98,Cajero 201,"6,47",20:44
98,Cajero 185,"6,48",20:46
98,Cajero 49,"7,4",20:48
98,Cajero 19,"7,1",20:49
98,Cajero 132,"4,19",20:50
98,Cajero 83,"7,38",20:53
98,Cajero 196,"6,77",20:55
98,Cajero 84,"5,53",20:58
98,Cajero 88,"6,28",21:1
98,Cajero 223,"7,01",21:2
98,Cajero 161,"4,19",21:2
98,Cajero 122,"3,09",21:5
98,Cajero 84,"2,38",21:7
98,Cajero 15,"3,29",21:7
98,Cajero 198,"4,41",21:7
98,Cajero 93,"7,81",21:10
98,Cajero 55,"7,6",21:13
98,Cajero 139,"6,61",21:15
98,Cajero 68,"4,01",21:17
98,Cajero 7,"5,9",21:19
98,Cajero 146,"3,11",21:19
98,Cajero 24,"7,11",21:21
98,Cajero 86,"2,91",21:22
98,Cajero 40,"4,28",21:24
98,Cajero 136,"4,45",21:27
98,Cajero 5,"4,09",21:28
98,Cajero 173,"3,81",21:31
98,Cajero 163,"7,42",21:33
98,Cajero 91,"2,38",21:35
98,Cajero 7,"5,22",21:36
98,Cajero 119,"2,86",21:38
98,Cajero 17,"4,46",21:39
98,Cajero 142,"5,08",21:39
98,Cajero 90,"6,55",21:40
98,Cajero 103,"5,79",21:41
98,Cajero 123,"6,78",21:43
98,Cajero 209,"2,31",21:43
98,Cajero 43,"6,88",21:43
98,Cajero 191,"7,53",21:46
98,Cajero 118,"7,66",21:49
98,Cajero 161,"5,24",21:51
98,Cajero 61,"3,64",21:53
98,Cajero 16,"4,41",21:54
98,Cajero 47,"5,1",21:56
98,Cajero 180,"7,42",21:57
98,Cajero 110,"3,83",21:59
98,Cajero 145,"4,88",22:1
98,Cajero 32,"6,48",22:2
98,Cajero 220,"3,12",22:2
98,Cajero 64,"3,97",22:5
98,Cajero 111,"6,67",22:7
98,Cajero 161,"5,51",22:10
98,Cajero 5,"3,31",22:12
98,Cajero 18,"3,37",22:12
98,Cajero 32,"3,64",22:14
98,Cajero 84,"7,67",22:17
98,Cajero 6,"4,17",22:20
98,Cajero 85,"2,65",22:22
98,Cajero 93,"6,22",22:22
98,Cajero 115,"5,16",22:24
98,Cajero 105,"6,75",22:26
98,Cajero 60,"7,61",22:26
98,Cajero 63,"4,39",22:29
98,Cajero 91,"4,54",22:32
98,Cajero 191,"3,39",22:32
98,Cajero 195,"7,23",22:34
98,Cajero 162,6,22:34
98,Cajero 133,"5,95",22:36
98,Cajero 73,"3,54",22:37
98,Cajero 217,"5,82",22:38
98,Cajero 163,"7,86",22:38
98,Cajero 147,"2,32",22:39
98,Cajero 203,"4,73",22:41
98,Cajero 99,"5,62",22:42
98,Cajero 26,"6,82",22:42
98,Cajero 216,"3,97",22:45
98,Cajero 143,"5,23",22:45
98,Cajero 11,3,22:46
98,Cajero 220,"6,37",22:48
98,Cajero 99,"4,34",22:48
98,Cajero 213,"3,74",22:51
98,Cajero 113,"7,69",22:52
98,Cajero 152,"5,6",22:55
98,Cajero 193,"3,84",22:58
98,Cajero 151,"3,41",22:59
98,Cajero 219,"4,89",23:1
98,Cajero 2,"6,62",23:4
98,Cajero 219,"7,71",23:6
98,Cajero 20,"2,74",23:8
98,Cajero 107,"6,54",23:10
98,Cajero 137,"2,62",23:13
98,Cajero 42,"3,78",23:14
98,Cajero 85,"6,33",23:15
98,Cajero 30,"4,89",23:16
98,Cajero 39,"7,2",23:17
98,Cajero 44,"4,53",23:18
98,Cajero 67,"5,16",23:20
98,Cajero 49,"7,06",23:20
98,Cajero 39,"6,62",23:22
98,Cajero 131,"6,08",23:24
98,Cajero 47,"6,64",23:25
98,Cajero 17,"5,78",23:26
98,Cajero 106,"6,27",23:27
98,Cajero 22,"5,61",23:28
98,Cajero 131,"4,1",23:29
98,Cajero 113,"3,62",23:29
98,Cajero 186,"4,62",23:31
98,Cajero 224,"6,04",23:33
98,Cajero 205,"5,07",23:33
98,Cajero 154,"6,43",23:36
98,Cajero 175,"7,07",23:36
98,Cajero 93,"7,53",23:39
98,Cajero 199,"2,58",23:41
98,Cajero 117,"4,88",23:42
98,Cajero 14,"6,79",23:44
98,Cajero 141,"6,49",23:47
98,Cajero 17,"3,19",23:48
98,Cajero 70,"2,68",23:48
98,Cajero 98,"7,42",23:50
98,Cajero 152,"5,62",23:51
98,Cajero 157,"3,36",23:52
98,Cajero 85,"3,87",23:54
98,Cajero 50,"2,45",23:57
98,Cajero 196,"3,46",23:57
98,Cajero 7,"6,78",23:58
99,Cajero 46,"3,85",0:2
99,Cajero 70,"6,63",0:2
99,Cajero 2,"4,98",0:2
99,Cajero 105,"5,92",0:4
99,Cajero 170,"6,26",0:4
99,Cajero 19,"6,52",0:4
99,Cajero 40,"3,84",0:5
99,Cajero 182,"7,7",0:5
99,Cajero 38,"4,09",0:8
99,Cajero 144,"5,13",0:9
99,Cajero 160,"6,82",0:11
99,Cajero 192,"2,66",0:14
99,Cajero 203,"4,32",0:16
99,Cajero 58,"5,85",0:17
99,Cajero 63,"4,41",0:18
99,Cajero 180,"7,49",0:18
99,Cajero 59,"3,42",0:21
99,Cajero 26,"2,77",0:23
99,Cajero 176,"4,37",0:23
99,Cajero 78,"3,2",0:25
99,Cajero 69,"6,75",0:27
99,Cajero 189,"5,78",0:28
99,Cajero 2,"3,14",0:29
99,Cajero 188,"7,64",0:32
99,Cajero 73,"2,53",0:34
99,Cajero 55,"6,45",0:37
99,Cajero 201,"2,36",0:39
99,Cajero 226,"2,68",0:41
99,Cajero 216,"3,72",0:43
99,Cajero 179,"3,52",0:43
99,Cajero 108,"7,55",0:46
99,Cajero 81,"3,34",0:48
99,Cajero 68,"5,33",0:49
99,Cajero 181,"5,38",0:50
99,Cajero 105,"2,62",0:50
99,Cajero 59,"7,9",0:51
99,Cajero 90,"4,76",0:53
99,Cajero 145,"3,25",0:55
99,Cajero 114,"5,84",0:56
99,Cajero 223,"4,87",0:59
99,Cajero 183,"3,18",1:1
99,Cajero 204,"5,21",1:4
99,Cajero 108,"6,16",1:4
99,Cajero 38,"3,13",1:7
99,Cajero 228,"6,68",1:9
99,Cajero 202,"4,73",1:10
99,Cajero 89,"5,17",1:12
99,Cajero 109,"4,36",1:13
99,Cajero 52,"2,59",1:14
99,Cajero 145,"6,66",1:16
99,Cajero 63,"2,41",1:19
99,Cajero 48,"5,45",1:20
99,Cajero 89,"7,07",1:22
99,Cajero 10,"3,23",1:24
99,Cajero 126,"4,16",1:25
99,Cajero 32,"5,46",1:27
99,Cajero 33,"3,41",1:29
99,Cajero 51,"3,43",1:30
99,Cajero 102,3,1:32
99,Cajero 191,"4,12",1:34
99,Cajero 144,"2,31",1:34
99,Cajero 33,"6,48",1:35
99,Cajero 228,"6,64",1:36
99,Cajero 101,"5,36",1:38
99,Cajero 197,"7,38",1:38
99,Cajero 128,"4,01",1:39
99,Cajero 12,"5,75",1:41
99,Cajero 146,"5,71",1:44
99,Cajero 211,"7,88",1:46
99,Cajero 180,"2,86",1:49
99,Cajero 112,"4,23",1:50
99,Cajero 24,"5,18",1:51
99,Cajero 69,"3,74",1:51
99,Cajero 182,"5,56",1:52
99,Cajero 168,"4,78",1:54
99,Cajero 227,"4,64",1:55
99,Cajero 213,"5,48",1:57
99,Cajero 26,"3,87",1:57
99,Cajero 4,"6,7",1:59
99,Cajero 188,"5,41",2:1
99,Cajero 54,"7,64",2:1
99,Cajero 212,"2,52",2:2
99,Cajero 105,"4,6",2:5
99,Cajero 139,"6,98",2:5
99,Cajero 119,"2,94",2:7
99,Cajero 214,"2,84",2:10
99,Cajero 68,"3,32",2:11
99,Cajero 183,"3,33",2:13
99,Cajero 83,"2,87",2:14
99,Cajero 187,"3,98",2:16
99,Cajero 172,"3,11",2:17
99,Cajero 31,"4,92",2:20
99,Cajero 17,"4,76",2:22
99,Cajero 112,"7,7",2:24
99,Cajero 182,"3,39",2:25
99,Cajero 171,"7,75",2:27
99,Cajero 11,"6,36",2:29
99,Cajero 159,"4,72",2:31
99,Cajero 222,"3,94",2:32
99,Cajero 178,"5,82",2:34
99,Cajero 103,"6,64",2:35
99,Cajero 28,"7,71",2:36
99,Cajero 66,"3,82",2:38
99,Cajero 38,"2,69",2:40
99,Cajero 201,"4,21",2:42
99,Cajero 150,"4,76",2:45
99,Cajero 164,"6,64",2:45
99,Cajero 223,"3,72",2:45
99,Cajero 80,"6,26",2:48
99,Cajero 27,"5,86",2:49
99,Cajero 84,"5,99",2:50
99,Cajero 84,"6,71",2:50
99,Cajero 26,"6,79",2:52
99,Cajero 165,"3,48",2:55
99,Cajero 173,"2,6",2:57
99,Cajero 81,"5,11",3:0
99,Cajero 69,"4,58",3:3
99,Cajero 223,"3,08",3:4
99,Cajero 187,4,3:4
99,Cajero 126,"2,5",3:5
99,Cajero 82,"7,52",3:8
99,Cajero 91,"4,12",3:10
99,Cajero 88,"3,21",3:12
99,Cajero 141,"7,07",3:14
99,Cajero 140,"3,27",3:16
99,Cajero 21,"5,11",3:17
99,Cajero 218,"3,64",3:18
99,Cajero 67,"5,89",3:19
99,Cajero 137,"5,93",3:20
99,Cajero 157,"7,73",3:21
99,Cajero 128,"2,32",3:21
99,Cajero 230,"6,68",3:22
99,Cajero 40,"5,87",3:24
99,Cajero 3,"4,95",3:26
99,Cajero 102,"4,73",3:26
99,Cajero 86,"2,9",3:28
99,Cajero 117,"5,52",3:29
99,Cajero 57,"3,66",3:32
99,Cajero 193,"7,24",3:32
99,Cajero 144,"4,03",3:35
99,Cajero 106,"4,07",3:37
99,Cajero 211,"5,4",3:37
99,Cajero 167,"4,86",3:40
99,Cajero 120,"5,85",3:41
99,Cajero 228,"7,61",3:43
99,Cajero 58,"4,04",3:45
99,Cajero 23,"7,52",3:45
99,Cajero 13,"4,96",3:47
99,Cajero 74,"7,29",3:47
99,Cajero 82,"3,04",3:50
99,Cajero 226,"6,42",3:53
99,Cajero 143,"2,74",3:53
99,Cajero 100,"5,6",3:56
99,Cajero 159,"3,58",3:57
99,Cajero 157,"5,47",4:0
99,Cajero 115,"7,56",4:2
99,Cajero 96,"6,67",4:3
99,Cajero 183,"5,19",4:4
99,Cajero 64,"4,38",4:4
99,Cajero 145,"7,09",4:5
99,Cajero 172,"5,04",4:7
99,Cajero 74,"5,32",4:7
99,Cajero 181,"2,63",4:7
99,Cajero 82,"3,05",4:7
99,Cajero 218,"4,05",4:8
99,Cajero 137,"4,52",4:9
99,Cajero 139,"4,07",4:12
99,Cajero 22,"3,83",4:13
99,Cajero 13,"4,45",4:15
99,Cajero 33,"2,55",4:18
99,Cajero 10,"2,82",4:20
99,Cajero 114,"6,25",4:23
99,Cajero 193,"4,98",4:24
99,Cajero 165,"5,46",4:26
99,Cajero 221,"2,44",4:28
99,Cajero 83,"4,91",4:28
99,Cajero 39,"6,57",4:31
99,Cajero 166,"6,86",4:33
99,Cajero 29,"7,27",4:34
99,Cajero 228,"7,1",4:35
99,Cajero 72,"6,82",4:36
99,Cajero 147,"5,84",4:38
99,Cajero 88,"6,33",4:38
99,Cajero 106,"7,82",4:38
99,Cajero 56,"7,54",4:41
99,Cajero 44,4,4:41
99,Cajero 143,"4,9",4:44
99,Cajero 26,"4,15",4:45
99,Cajero 157,"5,22",4:46
99,Cajero 110,"3,51",4:46
99,Cajero 63,"7,47",4:48
99,Cajero 33,"2,47",4:48
99,Cajero 4,"5,65",4:50
99,Cajero 82,"2,45",4:52
99,Cajero 116,"5,28",4:55
99,Cajero 154,"2,98",4:56
99,Cajero 95,"7,71",4:58
99,Cajero 189,"2,8",4:58
99,Cajero 112,"6,74",5:0
99,Cajero 86,"6,25",5:1
99,Cajero 78,"3,63",5:2
99,Cajero 5,"5,22",5:4
99,Cajero 148,"2,6",5:5
99,Cajero 16,"3,99",5:7
99,Cajero 27,"2,68",5:9
99,Cajero 184,"7,68",5:11
99,Cajero 19,"4,47",5:14
99,Cajero 161,3,5:15
99,Cajero 156,"7,55",5:15
99,Cajero 178,"7,3",5:16
99,Cajero 128,"6,82",5:18
99,Cajero 82,"6,58",5:21
99,Cajero 136,"2,88",5:21
99,Cajero 216,"3,96",5:24
99,Cajero 34,"6,35",5:26
99,Cajero 100,"2,62",5:28
99,Cajero 48,"2,97",5:29
99,Cajero 226,"2,42",5:30
99,Cajero 105,"7,22",5:31
99,Cajero 167,"7,86",5:33
99,Cajero 141,"3,6",5:34
99,Cajero 41,"6,42",5:36
99,Cajero 36,"3,36",5:39
99,Cajero 112,"4,98",5:41
99,Cajero 159,"2,45",5:41
99,Cajero 153,"7,21",5:43
99,Cajero 104,"7,73",5:43
99,Cajero 104,"5,74",5:45
99,Cajero 108,3,5:47
99,Cajero 177,"6,72",5:49
99,Cajero 192,"7,46",5:52
99,Cajero 64,"4,03",5:55
99,Cajero 109,"7,76",5:56
99,Cajero 76,"3,48",5:57
99,Cajero 147,"5,99",5:59
99,Cajero 151,"6,97",6:1
99,Cajero 206,"2,55",6:2
99,Cajero 185,"3,6",6:3
99,Cajero 212,"7,51",6:4
99,Cajero 54,"4,34",6:6
99,Cajero 126,"5,7",6:9
99,Cajero 152,"5,32",6:10
99,Cajero 84,"6,88",6:11
99,Cajero 91,"3,74",6:13
99,Cajero 67,"3,84",6:13
99,Cajero 206,"5,5",6:14
99,Cajero 223,"5,04",6:14
99,Cajero 127,"4,73",6:17
99,Cajero 201,"6,16",6:17
99,Cajero 188,"4,82",6:19
99,Cajero 33,"3,53",6:20
99,Cajero 184,"6,9",6:20
99,Cajero 127,"2,35",6:21
99,Cajero 136,"7,01",6:21
99,Cajero 221,"6,45",6:23
99,Cajero 137,"4,59",6:24
99,Cajero 109,"5,97",6:26
99,Cajero 215,"3,87",6:29
99,Cajero 102,"2,82",6:31
99,Cajero 202,5,6:34
99,Cajero 171,"2,74",6:36
99,Cajero 42,"4,41",6:37
99,Cajero 138,"5,7",6:37
99,Cajero 145,"6,82",6:40
99,Cajero 83,"6,8",6:42
99,Cajero 171,"7,33",6:44
99,Cajero 220,"7,84",6:45
99,Cajero 203,"5,96",6:46
99,Cajero 143,"7,71",6:48
99,Cajero 231,"3,92",6:49
99,Cajero 94,"4,88",6:51
99,Cajero 210,"3,15",6:54
99,Cajero 196,"6,42",6:55
99,Cajero 83,"6,61",6:57
99,Cajero 161,"3,95",6:59
99,Cajero 56,"3,81",7:2
99,Cajero 175,"3,5",7:4
99,Cajero 121,"6,51",7:5
99,Cajero 172,"7,02",7:7
99,Cajero 224,"4,59",7:8
99,Cajero 51,"5,19",7:9
99,Cajero 127,"6,86",7:10
99,Cajero 114,"7,64",7:10
99,Cajero 133,"2,54",7:11
99,Cajero 185,"3,27",7:13
99,Cajero 5,"7,69",7:16
99,Cajero 26,"4,23",7:17
99,Cajero 88,"2,41",7:18
99,Cajero 210,"3,76",7:19
99,Cajero 201,"5,97",7:20
99,Cajero 11,"6,39",7:20
99,Cajero 190,"5,15",7:22
99,Cajero 38,"5,81",7:23
99,Cajero 19,"2,38",7:25
99,Cajero 84,"4,41",7:28
99,Cajero 199,"4,78",7:28
99,Cajero 114,"4,58",7:31
99,Cajero 28,"7,57",7:33
99,Cajero 140,"2,38",7:33
99,Cajero 151,"2,32",7:35
99,Cajero 172,"6,9",7:36
99,Cajero 80,"3,36",7:36
99,Cajero 179,"3,68",7:38
99,Cajero 67,"2,91",7:39
99,Cajero 123,"2,41",7:41
99,Cajero 128,"4,41",7:42
99,Cajero 20,"3,34",7:43
99,Cajero 226,"6,5",7:44
99,Cajero 136,"7,53",7:45
99,Cajero 15,"6,35",7:48
99,Cajero 104,"3,08",7:50
99,Cajero 114,"6,61",7:52
99,Cajero 35,"2,74",7:55
99,Cajero 4,"6,45",7:56
99,Cajero 140,"2,95",7:57
99,Cajero 73,"2,74",7:58
99,Cajero 150,"7,58",8:0
99,Cajero 166,"2,95",8:1
99,Cajero 149,"4,69",8:2
99,Cajero 192,"7,6",8:2
99,Cajero 58,"5,54",8:4
99,Cajero 216,"4,93",8:5
99,Cajero 213,"4,2",8:7
99,Cajero 177,"3,56",8:7
99,Cajero 77,"3,89",8:10
99,Cajero 88,"2,38",8:13
99,Cajero 229,"6,46",8:15
99,Cajero 212,"2,69",8:17
99,Cajero 52,"4,33",8:18
99,Cajero 139,"4,91",8:19
99,Cajero 95,"6,97",8:21
99,Cajero 125,"4,84",8:22
99,Cajero 35,"4,76",8:22
99,Cajero 23,"6,38",8:24
99,Cajero 162,"6,11",8:25
99,Cajero 200,"4,34",8:27
99,Cajero 17,"6,21",8:29
99,Cajero 132,"6,72",8:31
99,Cajero 161,"3,26",8:33
99,Cajero 35,"4,05",8:33
99,Cajero 23,"2,39",8:36
99,Cajero 87,"3,5",8:38
99,Cajero 135,"4,64",8:41
99,Cajero 213,"7,22",8:44
99,Cajero 148,"7,76",8:45
99,Cajero 6,"3,93",8:46
99,Cajero 121,"2,76",8:46
99,Cajero 25,"3,13",8:48
99,Cajero 194,"4,04",8:48
99,Cajero 228,"2,68",8:48
99,Cajero 24,"2,48",8:49
99,Cajero 174,"3,19",8:51
99,Cajero 98,3,8:54
99,Cajero 89,"6,05",8:55
99,Cajero 92,"5,05",8:56
99,Cajero 222,"4,49",8:57
99,Cajero 38,"6,18",8:57
99,Cajero 120,"7,61",8:58
99,Cajero 118,"3,31",9:0
99,Cajero 119,"3,88",9:1
99,Cajero 152,"7,88",9:2
99,Cajero 223,"6,27",9:4
99,Cajero 103,"7,6",9:5
99,Cajero 49,"7,66",9:8
99,Cajero 137,"7,04",9:10
99,Cajero 99,"4,88",9:10
99,Cajero 28,"3,11",9:10
99,Cajero 82,"7,33",9:12
99,Cajero 105,"3,27",9:12
99,Cajero 180,"3,95",9:13
99,Cajero 18,"6,03",9:16
99,Cajero 85,"4,35",9:16
99,Cajero 188,"7,47",9:16
99,Cajero 195,"3,33",9:17
99,Cajero 170,"7,23",9:19
99,Cajero 116,"4,99",9:21
99,Cajero 218,"5,73",9:23
99,Cajero 40,"4,72",9:26
99,Cajero 102,7,9:26
99,Cajero 170,"4,42",9:28
99,Cajero 114,"5,06",9:28
99,Cajero 95,"2,64",9:31
99,Cajero 180,"6,84",9:34
99,Cajero 115,"5,22",9:36
99,Cajero 11,"6,3",9:37
99,Cajero 173,"4,61",9:38
99,Cajero 107,"3,89",9:39
99,Cajero 169,"5,05",9:42
99,Cajero 51,"7,31",9:44
99,Cajero 183,"7,29",9:44
99,Cajero 153,"7,22",9:46
99,Cajero 189,"2,98",9:47
99,Cajero 4,"6,1",9:49
99,Cajero 17,"5,57",9:51
99,Cajero 135,"3,02",9:53
99,Cajero 62,"2,87",9:56
99,Cajero 101,"4,25",9:58
99,Cajero 203,"7,7",10:1
99,Cajero 148,"3,76",10:1
99,Cajero 4,"4,6",10:2
99,Cajero 19,"2,66",10:2
99,Cajero 64,"4,7",10:2
99,Cajero 157,"6,69",10:5
99,Cajero 110,"6,96",10:7
99,Cajero 189,"6,09",10:9
99,Cajero 67,"2,64",10:10
99,Cajero 56,"4,32",10:10
99,Cajero 70,"5,93",10:11
99,Cajero 39,"5,43",10:13
99,Cajero 24,"4,68",10:15
99,Cajero 12,"4,35",10:15
99,Cajero 66,"7,64",10:16
99,Cajero 15,"3,88",10:17
99,Cajero 192,"6,24",10:19
99,Cajero 67,"5,66",10:19
99,Cajero 195,"6,34",10:21
99,Cajero 64,"4,97",10:22
99,Cajero 82,"6,37",10:22
99,Cajero 109,"5,71",10:23
99,Cajero 159,"4,09",10:23
99,Cajero 93,"3,22",10:24
99,Cajero 109,"6,67",10:26
99,Cajero 168,"4,1",10:27
99,Cajero 122,"7,53",10:29
99,Cajero 163,"4,43",10:30
99,Cajero 33,"2,45",10:31
99,Cajero 66,"3,18",10:31
99,Cajero 209,"2,35",10:32
99,Cajero 182,"6,71",10:32
99,Cajero 202,"4,32",10:35
99,Cajero 147,"7,72",10:37
99,Cajero 24,"5,34",10:38
99,Cajero 108,"7,36",10:40
99,Cajero 142,"6,27",10:42
99,Cajero 100,"5,42",10:44
99,Cajero 207,"4,04",10:46
99,Cajero 157,"5,5",10:48
99,Cajero 65,"6,17",10:48
99,Cajero 13,"5,81",10:49
99,Cajero 197,"5,43",10:52
99,Cajero 22,"3,36",10:53
99,Cajero 52,"4,59",10:56
99,Cajero 126,"5,35",10:56
99,Cajero 158,"5,06",10:59
99,Cajero 76,"2,48",11:1
99,Cajero 135,"6,02",11:3
99,Cajero 35,"4,36",11:3
99,Cajero 27,"6,77",11:6
99,Cajero 131,"4,75",11:7
99,Cajero 39,"5,38",11:9
99,Cajero 100,"3,7",11:11
99,Cajero 77,"2,61",11:13
99,Cajero 30,"5,85",11:16
99,Cajero 16,"4,33",11:18
99,Cajero 115,"6,39",11:19
99,Cajero 110,"2,65",11:21
99,Cajero 222,"2,36",11:21
99,Cajero 113,"5,3",11:24
99,Cajero 174,"4,36",11:26
99,Cajero 131,"7,45",11:27
99,Cajero 26,"7,6",11:28
99,Cajero 36,"6,12",11:30
99,Cajero 194,"7,46",11:31
99,Cajero 100,"3,41",11:32
99,Cajero 179,"4,85",11:35
99,Cajero 8,"7,03",11:36
99,Cajero 170,"6,74",11:39
99,Cajero 197,"4,87",11:40
99,Cajero 213,"6,96",11:40
99,Cajero 218,"7,44",11:43
99,Cajero 203,"3,65",11:45
99,Cajero 109,"5,71",11:48
99,Cajero 228,"7,43",11:48
99,Cajero 46,"3,31",11:51
99,Cajero 176,"6,46",11:53
99,Cajero 132,"7,11",11:54
99,Cajero 28,"4,07",11:57
99,Cajero 103,"4,57",11:58
99,Cajero 58,"6,73",12:0
99,Cajero 176,"4,09",12:3
99,Cajero 135,"4,17",12:5
99,Cajero 213,"5,97",12:6
99,Cajero 70,"4,18",12:8
99,Cajero 159,"6,35",12:8
99,Cajero 89,"4,12",12:9
99,Cajero 191,"6,6",12:9
99,Cajero 5,"2,83",12:12
99,Cajero 200,"7,2",12:14
99,Cajero 101,"6,6",12:16
99,Cajero 142,"4,05",12:17
99,Cajero 91,"3,97",12:18
99,Cajero 112,"2,56",12:18
99,Cajero 25,"4,78",12:18
99,Cajero 188,"5,46",12:18
99,Cajero 113,"6,86",12:20
99,Cajero 131,"7,14",12:23
99,Cajero 72,"6,18",12:24
99,Cajero 32,"5,84",12:26
99,Cajero 17,"3,06",12:26
99,Cajero 55,"6,32",12:29
99,Cajero 202,"3,72",12:30
99,Cajero 202,"6,62",12:32
99,Cajero 204,"4,76",12:33
99,Cajero 106,"2,95",12:33
99,Cajero 208,"3,22",12:34
99,Cajero 5,"7,25",12:36
99,Cajero 201,"5,71",12:39
99,Cajero 76,"3,31",12:39
99,Cajero 140,"5,8",12:42
99,Cajero 75,"3,98",12:45
99,Cajero 152,"3,86",12:46
99,Cajero 133,"7,53",12:49
99,Cajero 161,"7,01",12:50
99,Cajero 119,"7,25",12:51
99,Cajero 128,"4,5",12:52
99,Cajero 227,"3,19",12:53
99,Cajero 158,"4,25",12:54
99,Cajero 159,"4,9",12:55
99,Cajero 8,"3,93",12:56
99,Cajero 7,"7,59",12:59
99,Cajero 178,"2,34",13:2
99,Cajero 187,"7,2",13:3
99,Cajero 225,"5,57",13:5
99,Cajero 223,"3,14",13:8
99,Cajero 142,"3,93",13:10
99,Cajero 177,"5,63",13:12
99,Cajero 19,"3,09",13:14
99,Cajero 1,"7,62",13:15
99,Cajero 17,"3,69",13:17
99,Cajero 80,"3,76",13:18
99,Cajero 41,"5,29",13:21
99,Cajero 37,"2,85",13:22
99,Cajero 36,"4,23",13:23
99,Cajero 137,"7,05",13:23
99,Cajero 55,"6,32",13:26
99,Cajero 119,"4,49",13:28
99,Cajero 24,"4,28",13:29
99,Cajero 76,"2,64",13:31
99,Cajero 42,"6,62",13:31
99,Cajero 101,"5,79",13:33
99,Cajero 20,"2,54",13:33
99,Cajero 26,"4,82",13:34
99,Cajero 38,"3,91",13:36
99,Cajero 177,"4,59",13:37
99,Cajero 14,"7,09",13:39
99,Cajero 32,"2,82",13:40
99,Cajero 204,"4,72",13:42
99,Cajero 221,"5,54",13:44
99,Cajero 166,"4,01",13:45
99,Cajero 142,"2,33",13:48
99,Cajero 229,"7,1",13:50
99,Cajero 49,"2,96",13:51
99,Cajero 195,"3,26",13:52
99,Cajero 81,"6,84",13:54
99,Cajero 156,"2,54",13:55
99,Cajero 187,"5,6",13:56
99,Cajero 19,"5,88",13:58
99,Cajero 198,"7,35",13:58
99,Cajero 172,"2,52",14:0
99,Cajero 170,"3,63",14:1
99,Cajero 211,"7,52",14:2
